,gene-symbol,GO_ID,GO_term,gene-score
17215,MYH10,GO:0043531,ADP binding,2.0
17216,MYH10,GO:0048027,mRNA 5'-UTR binding,2.0
17217,MYH10,GO:0050714,positive regulation of protein secretion,2.0
17218,MYH10,GO:0051015,actin filament binding,2.0
17221,MYH10,GO:0070062,extracellular exosome,2.0
17222,MYH10,GO:0097513,myosin II filament,2.0
17223,MYH4,GO:0000146,microfilament motor activity,2.0
17225,MYH4,GO:0003725,double-stranded RNA binding,2.0
17226,MYH4,GO:0005516,calmodulin binding,2.0
17227,MYH4,GO:0005524,ATP binding,2.0
17228,MYH4,GO:0005737,cytoplasm,2.0
17229,MYH4,GO:0005859,muscle myosin complex,2.0
17230,MYH4,GO:0006936,muscle contraction,2.0
17232,MYH4,GO:0016460,myosin II complex,2.0
17233,MYH4,GO:0016887,ATP hydrolysis activity,2.0
17234,MYH4,GO:0030016,myofibril,2.0
17235,MYH4,GO:0030017,sarcomere,2.0
17236,MYH4,GO:0030048,actin filament-based movement,2.0
17237,MYH4,GO:0030049,muscle filament sliding,2.0
17238,MYH4,GO:0032982,myosin filament,2.0
17239,MYH4,GO:0046034,ATP metabolic process,2.0
17240,MYH4,GO:0051015,actin filament binding,2.0
17241,MYH9,GO:0000146,microfilament motor activity,2.0
17244,MYH9,GO:0000212,meiotic spindle organization,2.0
17245,MYH9,GO:0001525,angiogenesis,2.0
17246,MYH9,GO:0001701,in utero embryonic development,2.0
17247,MYH9,GO:0001725,stress fiber,2.0
17248,MYH9,GO:0001726,ruffle,2.0
17249,MYH9,GO:0001768,establishment of T cell polarity,2.0
17250,MYH9,GO:0001772,immunological synapse,2.0
17251,MYH9,GO:0001778,plasma membrane repair,2.0
17252,MYH9,GO:0001931,uropod,2.0
17253,MYH9,GO:0003723,RNA binding,2.0
17254,MYH9,GO:0003774,cytoskeletal motor activity,2.0
17255,MYH9,GO:0003779,actin binding,2.0
17256,MYH9,GO:0005178,integrin binding,2.0
17257,MYH9,GO:0005515,protein binding,2.0
17258,MYH9,GO:0005516,calmodulin binding,2.0
17259,MYH9,GO:0005524,ATP binding,2.0
17260,MYH9,GO:0005634,nucleus,2.0
17261,MYH9,GO:0005737,cytoplasm,2.0
17263,MYH9,GO:0005819,spindle,2.0
17264,MYH9,GO:0005826,actomyosin contractile ring,2.0
17265,MYH9,GO:0005829,cytosol,2.0
17267,MYH9,GO:0005886,plasma membrane,2.0
17268,MYH9,GO:0005903,brush border,2.0
17269,MYH9,GO:0005912,adherens junction,2.0
17270,MYH9,GO:0005925,focal adhesion,2.0
17271,MYH9,GO:0006509,membrane protein ectodomain proteolysis,2.0
17272,MYH9,GO:0006911,"phagocytosis, engulfment",2.0
17273,MYH9,GO:0007229,integrin-mediated signaling pathway,2.0
17274,MYH9,GO:0007520,myoblast fusion,2.0
17275,MYH9,GO:0008360,regulation of cell shape,2.0
17276,MYH9,GO:0009898,cytoplasmic side of plasma membrane,2.0
17277,MYH9,GO:0015031,protein transport,2.0
17278,MYH9,GO:0015629,actin cytoskeleton,2.0
17279,MYH9,GO:0016020,membrane,2.0
17280,MYH9,GO:0016460,myosin II complex,2.0
17282,MYH9,GO:0016604,nuclear body,2.0
17283,MYH9,GO:0019904,protein domain specific binding,2.0
17284,MYH9,GO:0030048,actin filament-based movement,2.0
17286,MYH9,GO:0030220,platelet formation,2.0
17287,MYH9,GO:0030224,monocyte differentiation,2.0
17288,MYH9,GO:0031032,actomyosin structure organization,2.0
17289,MYH9,GO:0031252,cell leading edge,2.0
17290,MYH9,GO:0031532,actin cytoskeleton reorganization,2.0
17291,MYH9,GO:0031594,neuromuscular junction,2.0
17292,MYH9,GO:0032154,cleavage furrow,2.0
17293,MYH9,GO:0032418,lysosome localization,2.0
17294,MYH9,GO:0032506,cytokinetic process,2.0
17295,MYH9,GO:0032796,uropod organization,2.0
17296,MYH9,GO:0032982,myosin filament,2.0
17297,MYH9,GO:0032991,protein-containing complex,2.0
17298,MYH9,GO:0042641,actomyosin,2.0
17299,MYH9,GO:0042802,identical protein binding,2.0
17300,MYH9,GO:0042803,protein homodimerization activity,2.0
17301,MYH9,GO:0043495,protein-membrane adaptor activity,2.0
17302,MYH9,GO:0043531,ADP binding,2.0
17303,MYH9,GO:0043534,blood vessel endothelial cell migration,2.0
17304,MYH9,GO:0045055,regulated exocytosis,2.0
17305,MYH9,GO:0045296,cadherin binding,2.0
17306,MYH9,GO:0050900,leukocyte migration,2.0
17307,MYH9,GO:0051015,actin filament binding,2.0
17311,MYH9,GO:0051295,establishment of meiotic spindle localization,2.0
17312,MYH9,GO:0060471,cortical granule exocytosis,2.0
17313,MYH9,GO:0060473,cortical granule,2.0
17314,MYH9,GO:0070062,extracellular exosome,2.0
17315,MYH9,GO:0070527,platelet aggregation,2.0
17316,MYH9,GO:0097513,myosin II filament,2.0
17317,MYH9,GO:1903919,negative regulation of actin filament severing,2.0
17319,MYH9,GO:1903923,positive regulation of protein processing in phagocytic vesicle,2.0
17320,MYH9,GO:1905684,regulation of plasma membrane repair,2.0
17350,MYO16,GO:0003774,cytoskeletal motor activity,2.0
17351,MYO16,GO:0005515,protein binding,2.0
17352,MYO16,GO:0005524,ATP binding,2.0
17353,MYO16,GO:0005654,nucleoplasm,2.0
17355,MYO16,GO:0005737,cytoplasm,2.0
17356,MYO16,GO:0005886,plasma membrane,2.0
17357,MYO16,GO:0008285,negative regulation of cell population proliferation,2.0
17358,MYO16,GO:0014065,phosphatidylinositol 3-kinase signaling,2.0
17359,MYO16,GO:0016459,myosin complex,2.0
17360,MYO16,GO:0019903,protein phosphatase binding,2.0
17361,MYO16,GO:0021549,cerebellum development,2.0
17362,MYO16,GO:0048471,perinuclear region of cytoplasm,2.0
17364,MYO16,GO:0048812,neuron projection morphogenesis,2.0
17365,MYO16,GO:0051015,actin filament binding,2.0
17367,MYO16,GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,2.0
17369,MYO1E,GO:0000146,microfilament motor activity,2.0
17370,MYO1E,GO:0001570,vasculogenesis,2.0
17371,MYO1E,GO:0001701,in utero embryonic development,2.0
17372,MYO1E,GO:0003094,glomerular filtration,2.0
17373,MYO1E,GO:0005515,protein binding,2.0
17374,MYO1E,GO:0005516,calmodulin binding,2.0
17375,MYO1E,GO:0005524,ATP binding,2.0
17376,MYO1E,GO:0005737,cytoplasm,2.0
17378,MYO1E,GO:0005856,cytoskeleton,2.0
17379,MYO1E,GO:0005886,plasma membrane,2.0
17380,MYO1E,GO:0005902,microvillus,2.0
17381,MYO1E,GO:0005903,brush border,2.0
17382,MYO1E,GO:0005912,adherens junction,2.0
17383,MYO1E,GO:0006807,nitrogen compound metabolic process,2.0
17384,MYO1E,GO:0006897,endocytosis,2.0
17385,MYO1E,GO:0007015,actin filament organization,2.0
17386,MYO1E,GO:0015629,actin cytoskeleton,2.0
17387,MYO1E,GO:0016459,myosin complex,2.0
17388,MYO1E,GO:0016887,ATP hydrolysis activity,2.0
17389,MYO1E,GO:0030050,vesicle transport along actin filament,2.0
17390,MYO1E,GO:0031982,vesicle,2.0
17391,MYO1E,GO:0032437,cuticular plate,2.0
17392,MYO1E,GO:0032836,glomerular basement membrane development,2.0
17393,MYO1E,GO:0035091,phosphatidylinositol binding,2.0
17394,MYO1E,GO:0035166,post-embryonic hemopoiesis,2.0
17395,MYO1E,GO:0045334,clathrin-coated endocytic vesicle,2.0
17396,MYO1E,GO:0048008,platelet-derived growth factor receptor signaling pathway,2.0
17397,MYO1E,GO:0051015,actin filament binding,2.0
17399,MYO1E,GO:0070062,extracellular exosome,2.0
17400,MYO1E,GO:0072015,podocyte development,2.0
17401,MYO5A,GO:0000146,microfilament motor activity,2.0
17403,MYO5A,GO:0001726,ruffle,2.0
17404,MYO5A,GO:0003723,RNA binding,2.0
17405,MYO5A,GO:0005515,protein binding,2.0
17406,MYO5A,GO:0005516,calmodulin binding,2.0
17407,MYO5A,GO:0005524,ATP binding,2.0
17408,MYO5A,GO:0005737,cytoplasm,2.0
17410,MYO5A,GO:0005764,lysosome,2.0
17411,MYO5A,GO:0005769,early endosome,2.0
17412,MYO5A,GO:0005770,late endosome,2.0
17413,MYO5A,GO:0005777,peroxisome,2.0
17414,MYO5A,GO:0005783,endoplasmic reticulum,2.0
17415,MYO5A,GO:0005829,cytosol,2.0
17416,MYO5A,GO:0005884,actin filament,2.0
17417,MYO5A,GO:0006892,post-Golgi vesicle-mediated transport,2.0
17418,MYO5A,GO:0007015,actin filament organization,2.0
17419,MYO5A,GO:0015031,protein transport,2.0
17420,MYO5A,GO:0015629,actin cytoskeleton,2.0
17421,MYO5A,GO:0016020,membrane,2.0
17423,MYO5A,GO:0016192,vesicle-mediated transport,2.0
17424,MYO5A,GO:0016459,myosin complex,2.0
17425,MYO5A,GO:0030048,actin filament-based movement,2.0
17426,MYO5A,GO:0030050,vesicle transport along actin filament,2.0
17428,MYO5A,GO:0030426,growth cone,2.0
17429,MYO5A,GO:0031267,small GTPase binding,2.0
17430,MYO5A,GO:0031982,vesicle,2.0
17431,MYO5A,GO:0032402,melanosome transport,2.0
17432,MYO5A,GO:0032433,filopodium tip,2.0
17433,MYO5A,GO:0032593,insulin-responsive compartment,2.0
17434,MYO5A,GO:0032869,cellular response to insulin stimulus,2.0
17435,MYO5A,GO:0042470,melanosome,2.0
17436,MYO5A,GO:0043005,neuron projection,2.0
17437,MYO5A,GO:0051015,actin filament binding,2.0
17438,MYO5A,GO:0055037,recycling endosome,2.0
17439,MYO5A,GO:0070062,extracellular exosome,2.0
17440,MYO5A,GO:0072659,protein localization to plasma membrane,2.0
17441,MYO5A,GO:1903358,regulation of Golgi organization,2.0
17442,MYO5C,GO:0000146,microfilament motor activity,2.0
17443,MYO5C,GO:0005516,calmodulin binding,2.0
17444,MYO5C,GO:0005524,ATP binding,2.0
17445,MYO5C,GO:0005737,cytoplasm,2.0
17446,MYO5C,GO:0007015,actin filament organization,2.0
17447,MYO5C,GO:0015629,actin cytoskeleton,2.0
17448,MYO5C,GO:0016459,myosin complex,2.0
17449,MYO5C,GO:0030050,vesicle transport along actin filament,2.0
17450,MYO5C,GO:0031982,vesicle,2.0
17451,MYO5C,GO:0051015,actin filament binding,2.0
17452,MYO5C,GO:0070062,extracellular exosome,2.0
17453,MYO9B,GO:0000146,microfilament motor activity,2.0
17455,MYO9B,GO:0001726,ruffle,2.0
17456,MYO9B,GO:0003779,actin binding,2.0
17457,MYO9B,GO:0005096,GTPase activator activity,2.0
17459,MYO9B,GO:0005515,protein binding,2.0
17460,MYO9B,GO:0005516,calmodulin binding,2.0
17461,MYO9B,GO:0005524,ATP binding,2.0
17463,MYO9B,GO:0005737,cytoplasm,2.0
17464,MYO9B,GO:0005829,cytosol,2.0
17466,MYO9B,GO:0005884,actin filament,2.0
17468,MYO9B,GO:0005938,cell cortex,2.0
17469,MYO9B,GO:0007266,Rho protein signal transduction,2.0
17470,MYO9B,GO:0008270,zinc ion binding,2.0
17471,MYO9B,GO:0015629,actin cytoskeleton,2.0
17472,MYO9B,GO:0016020,membrane,2.0
17473,MYO9B,GO:0016459,myosin complex,2.0
17474,MYO9B,GO:0016887,ATP hydrolysis activity,2.0
17475,MYO9B,GO:0030027,lamellipodium,2.0
17476,MYO9B,GO:0030048,actin filament-based movement,2.0
17479,MYO9B,GO:0031267,small GTPase binding,2.0
17480,MYO9B,GO:0032011,ARF protein signal transduction,2.0
17481,MYO9B,GO:0035023,regulation of Rho protein signal transduction,2.0
17482,MYO9B,GO:0035385,Roundabout signaling pathway,2.0
17483,MYO9B,GO:0042803,protein homodimerization activity,2.0
17484,MYO9B,GO:0043008,ATP-dependent protein binding,2.0
17485,MYO9B,GO:0043531,ADP binding,2.0
17486,MYO9B,GO:0048471,perinuclear region of cytoplasm,2.0
17487,MYO9B,GO:0048495,Roundabout binding,2.0
17488,MYO9B,GO:0050790,regulation of catalytic activity,2.0
17489,MYO9B,GO:0051015,actin filament binding,2.0
17490,MYO9B,GO:0051056,regulation of small GTPase mediated signal transduction,2.0
17491,MYO9B,GO:0072673,lamellipodium morphogenesis,2.0
17592,NAALADL2,GO:0005515,protein binding,2.0
17593,NAALADL2,GO:0005654,nucleoplasm,2.0
17594,NAALADL2,GO:0009617,response to bacterium,2.0
17595,NAALADL2,GO:0016020,membrane,2.0
17611,NAV2,GO:0003025,regulation of systemic arterial blood pressure by baroreceptor feedback,2.0
17612,NAV2,GO:0005515,protein binding,2.0
17613,NAV2,GO:0005524,ATP binding,2.0
17614,NAV2,GO:0005614,interstitial matrix,2.0
17615,NAV2,GO:0005654,nucleoplasm,2.0
17616,NAV2,GO:0007399,nervous system development,2.0
17617,NAV2,GO:0007605,sensory perception of sound,2.0
17618,NAV2,GO:0007608,sensory perception of smell,2.0
17619,NAV2,GO:0007626,locomotory behavior,2.0
17620,NAV2,GO:0008201,heparin binding,2.0
17621,NAV2,GO:0016887,ATP hydrolysis activity,2.0
17622,NAV2,GO:0021554,optic nerve development,2.0
17623,NAV2,GO:0021563,glossopharyngeal nerve development,2.0
17624,NAV2,GO:0021564,vagus nerve development,2.0
17625,NAV2,GO:0022008,neurogenesis,2.0
17626,NAV2,GO:0032508,DNA duplex unwinding,2.0
17627,NAV2,GO:0043138,3'-5' DNA helicase activity,2.0
17628,NAV3,GO:0005524,ATP binding,2.0
17629,NAV3,GO:0005640,nuclear outer membrane,2.0
17630,NAV3,GO:0007026,negative regulation of microtubule depolymerization,2.0
17631,NAV3,GO:0007399,nervous system development,2.0
17632,NAV3,GO:0008017,microtubule binding,2.0
17633,NAV3,GO:0016887,ATP hydrolysis activity,2.0
17634,NAV3,GO:0022008,neurogenesis,2.0
17635,NAV3,GO:0030336,negative regulation of cell migration,2.0
17636,NAV3,GO:0031116,positive regulation of microtubule polymerization,2.0
17637,NAV3,GO:0032703,negative regulation of interleukin-2 production,2.0
17638,NAV3,GO:1990752,microtubule end,2.0
17690,NCKAP5,GO:0001578,microtubule bundle formation,2.0
17691,NCKAP5,GO:0005575,cellular_component,2.0
17692,NCKAP5,GO:0007019,microtubule depolymerization,2.0
17693,NCKAP5,GO:0008150,biological_process,2.0
17694,NCKAP5,GO:0035371,microtubule plus-end,2.0
17739,NCOR1,GO:0000118,histone deacetylase complex,2.0
17740,NCOR1,GO:0000122,negative regulation of transcription by RNA polymerase II,2.0
17742,NCOR1,GO:0000785,chromatin,2.0
17743,NCOR1,GO:0000976,transcription cis-regulatory region binding,2.0
17744,NCOR1,GO:0003714,transcription corepressor activity,2.0
17747,NCOR1,GO:0005515,protein binding,2.0
17748,NCOR1,GO:0005634,nucleus,2.0
17750,NCOR1,GO:0005654,nucleoplasm,2.0
17752,NCOR1,GO:0005829,cytosol,2.0
17753,NCOR1,GO:0006325,chromatin organization,2.0
17754,NCOR1,GO:0006357,regulation of transcription by RNA polymerase II,2.0
17755,NCOR1,GO:0016020,membrane,2.0
17756,NCOR1,GO:0016922,nuclear receptor binding,2.0
17757,NCOR1,GO:0017053,transcription repressor complex,2.0
17758,NCOR1,GO:0042826,histone deacetylase binding,2.0
17759,NCOR1,GO:0045475,locomotor rhythm,2.0
17760,NCOR1,GO:0045820,negative regulation of glycolytic process,2.0
17761,NCOR1,GO:0045892,negative regulation of DNA-templated transcription,2.0
17763,NCOR1,GO:0045922,negative regulation of fatty acid metabolic process,2.0
17764,NCOR1,GO:0046329,negative regulation of JNK cascade,2.0
17765,NCOR1,GO:0046966,nuclear thyroid hormone receptor binding,2.0
17766,NCOR1,GO:0051225,spindle assembly,2.0
17767,NCOR1,GO:0060766,negative regulation of androgen receptor signaling pathway,2.0
17768,NCOR1,GO:0061629,RNA polymerase II-specific DNA-binding transcription factor binding,2.0
17769,NCOR1,GO:0072686,mitotic spindle,2.0
17770,NCOR1,GO:1902894,negative regulation of miRNA transcription,2.0
17771,NEGR1,GO:0005515,protein binding,2.0
17772,NEGR1,GO:0005576,extracellular region,2.0
17773,NEGR1,GO:0005886,plasma membrane,2.0
17774,NEGR1,GO:0007420,brain development,2.0
17775,NEGR1,GO:0007626,locomotory behavior,2.0
17776,NEGR1,GO:0007631,feeding behavior,2.0
17777,NEGR1,GO:0010976,positive regulation of neuron projection development,2.0
17778,NEGR1,GO:0030425,dendrite,2.0
17779,NEGR1,GO:0031175,neuron projection development,2.0
17780,NEGR1,GO:0043025,neuronal cell body,2.0
17781,NEGR1,GO:0051963,regulation of synapse assembly,2.0
17782,NEGR1,GO:0098609,cell-cell adhesion,2.0
17783,MNT,GO:0000122,negative regulation of transcription by RNA polymerase II,2.0
17785,MNT,GO:0000785,chromatin,2.0
17786,MNT,GO:0000977,RNA polymerase II transcription regulatory region sequence-specific DNA binding,2.0
17787,MNT,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,2.0
17788,MNT,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",2.0
17790,MNT,GO:0001227,"DNA-binding transcription repressor activity, RNA polymerase II-specific",2.0
17792,MNT,GO:0003682,chromatin binding,2.0
17793,MNT,GO:0003700,DNA-binding transcription factor activity,2.0
17794,MNT,GO:0005515,protein binding,2.0
17795,MNT,GO:0005654,nucleoplasm,2.0
17796,MNT,GO:0006357,regulation of transcription by RNA polymerase II,2.0
17797,MNT,GO:0006366,transcription by RNA polymerase II,2.0
17798,MNT,GO:0046983,protein dimerization activity,2.0
17799,MNT,GO:0051726,regulation of cell cycle,2.0
17800,MNT,GO:0090398,cellular senescence,2.0
17801,MNT,GO:2001234,negative regulation of apoptotic signaling pathway,2.0
17819,NDUFA5,GO:0005515,protein binding,2.0
17820,NDUFA5,GO:0005743,mitochondrial inner membrane,2.0
17821,NDUFA5,GO:0005747,mitochondrial respiratory chain complex I,2.0
17825,NDUFA5,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",2.0
17826,NDUFA5,GO:0008137,NADH dehydrogenase (ubiquinone) activity,2.0
17827,NDUFA5,GO:0009060,aerobic respiration,2.0
17828,NDUFA5,GO:0022904,respiratory electron transport chain,2.0
17829,NDUFA5,GO:0032981,mitochondrial respiratory chain complex I assembly,2.0
17830,NDUFA5,GO:0042776,proton motive force-driven mitochondrial ATP synthesis,2.0
17831,NEO1,GO:0001764,neuron migration,2.0
17832,NEO1,GO:0005515,protein binding,2.0
17833,NEO1,GO:0005654,nucleoplasm,2.0
17834,NEO1,GO:0005794,Golgi apparatus,2.0
17835,NEO1,GO:0005886,plasma membrane,2.0
17838,NEO1,GO:0007155,cell adhesion,2.0
17839,NEO1,GO:0007411,axon guidance,2.0
17840,NEO1,GO:0009986,cell surface,2.0
17841,NEO1,GO:0030513,positive regulation of BMP signaling pathway,2.0
17842,NEO1,GO:0038023,signaling receptor activity,2.0
17843,NEO1,GO:0039706,co-receptor binding,2.0
17844,NEO1,GO:0044295,axonal growth cone,2.0
17845,NEO1,GO:0055072,iron ion homeostasis,2.0
17846,NEO1,GO:0098609,cell-cell adhesion,2.0
17847,NEO1,GO:0098797,plasma membrane protein complex,2.0
17971,NFE2L3,GO:0000122,negative regulation of transcription by RNA polymerase II,2.0
17972,NFE2L3,GO:0000785,chromatin,2.0
17973,NFE2L3,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,2.0
17974,NFE2L3,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",2.0
17976,NFE2L3,GO:0001227,"DNA-binding transcription repressor activity, RNA polymerase II-specific",2.0
17977,NFE2L3,GO:0003700,DNA-binding transcription factor activity,2.0
17978,NFE2L3,GO:0005515,protein binding,2.0
17979,NFE2L3,GO:0005634,nucleus,2.0
17981,NFE2L3,GO:0006357,regulation of transcription by RNA polymerase II,2.0
17983,NFE2L3,GO:0006366,transcription by RNA polymerase II,2.0
17984,NFE2L3,GO:0090575,RNA polymerase II transcription regulator complex,2.0
17985,NFE2L3,GO:0140467,integrated stress response signaling,2.0
17986,NFIA,GO:0000785,chromatin,2.0
17987,NFIA,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,2.0
17989,NFIA,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",2.0
17991,NFIA,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",2.0
17992,NFIA,GO:0003682,chromatin binding,2.0
17993,NFIA,GO:0003700,DNA-binding transcription factor activity,2.0
17994,NFIA,GO:0005634,nucleus,2.0
17997,NFIA,GO:0005654,nucleoplasm,2.0
17998,NFIA,GO:0006260,DNA replication,2.0
17999,NFIA,GO:0006355,regulation of DNA-templated transcription,2.0
18000,NFIA,GO:0006357,regulation of transcription by RNA polymerase II,2.0
18001,NFIA,GO:0019079,viral genome replication,2.0
18002,NFIA,GO:0030054,cell junction,2.0
18003,NFIA,GO:0045944,positive regulation of transcription by RNA polymerase II,2.0
18004,NFIA,GO:0060074,synapse maturation,2.0
18005,NFIA,GO:0072189,ureter development,2.0
18006,NFIA,GO:0140297,DNA-binding transcription factor binding,2.0
18007,NFIB,GO:0000785,chromatin,2.0
18008,NFIB,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,2.0
18010,NFIB,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",2.0
